도표번호,사고유형경로,사고상황,기본과실_A,기본과실_B,시나리오별과실,A가감요소,B가감요소,관련법규,판례및조정사례,동영상URL,이미지URL,페이지URL
차17-2,"Main > 교차로(+자로, T자로 등) 사고 > 신호등 없는 교차로 > 좌회전 대 좌회전 > 소로 좌회전 대 대로 좌회전",⊙ 신호기에 의해 교통정리가 이루어지고 있지 않는 다른 폭의 교차로에서 소로를 이용하여 대로로 좌회전하는 A차량과 대로에서 소로로 좌회전하는 B차량이 충돌한 사고이다.,70,30,,A 좌회전 방법 위반(+10) | A 좌회전 금지 위반(+20) | A 현저한 과실(+10) | A 중대한 과실(+20) | A 명확한 선진입(-10),B 좌회전 방법 위반(+10) | B 좌회전 금지 위반(+20) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 명확한 선진입(-10),"도로교통법 제6조(통행의 금지 및 제한): ① 시·도경찰청장은 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위 하여 필요하다고 인정할 때에는 구간(區間)을 정하여 보행자, 차마 또는 노면전차의 통행 을 금지하거나 제한할 수 있다. 이 경우 시·도경찰청장은 보행자, 차마 또는 노면전차의 통 행을 금지하거나 제한한 도로의 관리청에 그 사실을 알려야 한다. || 도로교통법 제25조(교차로 통행방법): ② 모든 차의 운전자는 교차로에서 좌회전을 하려는 경우에는 미리 도로의 중앙선을 따라 서 행하면서 교차로의 중심 안쪽을 이용하여 좌회전하여야 한다. 다만, 시·도경찰청장이 교차 로의 상황에 따라 특히 필요하다고 인정하여 지정한 곳에서는 교차로의 중심 바깥쪽을 통 과할 수 있다. || 도로교통법 제26조(교통정리가 없는 교차로에서의 양보운전): ① 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 이미 교차로에 들어가 있는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. ③ 교통정리를 하고 있지 아니하는 교차로에 동시에 들어가려고 하는 차의 운전자는 오른쪽 도로의 차에 진로를 양보하여야 한다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으 로 진행하면서 진로를 바꾸려고 하는 경우와 회전교차로에 진입하거나 회전교차로에서 진 출하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다.",대법원 1997. 6. 27. 선고 97다14187 판결 도로폭 구분 기준 || 대법원 1996. 5. 10. 선고 96다7564 판결 || 서울중앙지방법원 2018. 5. 2. 선고 2017나76793 판결 || 서울중앙지방법원 2015. 10. 16. 선고 14나66115 판결,https://accident.knia.or.kr/video/car17-2.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차17-2&chartType=1
차18-1,"Main > 교차로(+자로, T자로 등) 사고 > 신호등 없는 교차로 > 좌회전 대 우회전 > 중앙선 없는 이면도로에서 우회전 대 우측 좌회전",⊙ 신호기에 의해 교통정리가 이루어지고 있지 않는 동일폭의 교차로에서 우회전하는 A차량과 A차량의 진행방향 우측 도로에서 좌회전 진입하는 B차량이 충돌한 사고이다.,50,50,,A 우회전방법 위반(+10) | A 현저한 과실(+10) | A 중대한 과실(+20) | A 명확한 선진입(-10),B 좌회전방법 위반(+10) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 명확한 선진입(-10),"도로교통법 제25조(교차로 통행방법): ① 모든 차의 운전자는 교차로에서 우회전을 하려는 경우에는 미리 도로의 우측 가장자리를 서행하면서 우회전하여야 한다. 이 경우 우회전하는 차의 운전자는 신호에 따라 정지하거나 진행하는 보행자 또는 자전거에 주의하여야 한다. ② 모든 차의 운전자는 교차로에서 좌회전을 하려는 경우에는 미리 도로의 중앙선을 따라 서행하면서 교차로의 중심 안쪽을 이용하여 좌회전하여야 한다. 다만, 시·도경찰청장이 교차로의 상황에 따라 특히 필요하다고 인정하여 지정한 곳에서는 교차로의 중심 바깥쪽을 통과할 수 있다. || 도로교통법 제26조(교통정리가 없는 교차로에서의 양보운전): ① 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 이미 교차로에들어가 있는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. ② 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 그 차가 통행하고 있는 도로의 폭보다 교차하는 도로의 폭이 넓은 경우에는 서행하여야 하며, 폭이 넓은도로로부터 교차로에 들어가려고 하는 다른 차가 있을 때에는 그 차에 진로를 양보하여야한다. ③ 교통정리를 하고 있지 아니하는 교차로에 동시에 들어가려고 하는 차의 운전자는 우측도로의 차에 진로를 양보하여야 한다. ④ 교통정리를 하고 있지 아니하는 교차로에서 좌회전하려고 하는 차의 운전자는 그 교차로에서 직진하거나 우회전하려는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우와 회전교차로에 진입하거나 회전교차로에서 진출하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야한다.",,https://accident.knia.or.kr/video/car18-1.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차18-1&chartType=1
차18-2,"Main > 교차로(+자로, T자로 등) 사고 > 신호등 없는 교차로 > 좌회전 대 우회전 > 신호 없는 사거리(十자) 교차로에서 좌회전 대 맞은편 우회전",⊙ 교통정리가 없는 사거리 교차로에서 좌회전하는 A차량과 맞은편에서 우회전하는 B차량이 충돌한 사고이다.,60,40,,A 소좌회전·대좌회전(+10) | A 좌회전이후 차로변경(+10) | A 현저한 과실(+10) | A 중대한 과실(+20) | A 명확한 선진입(-10),B 대우회전(+10) | B 우회전이후 차로변경(+10) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 명확한 선진입(-10),"도로교통법 제25조(교차로 통행방법): ① 모든 차의 운전자는 교차로에서 우회전을 하려는 경우에는 미리 도로의 우측 가장자리를 서행하면서 우회전하여야 한다. 이 경우 우회전하는 차의 운전자는 신호에 따라 정지하거나 진행하는 보행자 또는 자전거에 주의하여야 한다. ② 모든 차의 운전자는 교차로에서 좌회전을 하려는 경우에는 미리 도로의 중앙선을 따라 서행하면서 교차로의 중심 안쪽을 이용하여 좌회전하여야 한다. 다만, 시·도경찰청장이 교차로의 상황에 따라 특히 필요하다고 인정하여 지정한 곳에서는 교차로의 중심 바깥쪽을 통과할 수 있다. || 도로교통법 제26조(교통정리가 없는 교차로에서의 양보운전): ① 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 이미 교차로에들어가 있는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. ④ 교통정리를 하고 있지 아니하는 교차로에서 좌회전하려고 하는 차의 운전자는 그 교차로에서 직진하거나 우회전하려는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. || 도로교통법 제31조(서행 또는 일시정지할 장소): ① 모든 차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행하여야 한다. 1. 교통정리를 하고 있지 아니하는 교차로 || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우와 회전교차로에 진입하거나 회전교차로에서 진출하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다.",,https://accident.knia.or.kr/video/car18-2.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차18-2&chartType=1
차19-1,"Main > 교차로(+자로, T자로 등) 사고 > 교차로 부근 동시 우회전 내지 좌회전 사고 > 2개 차량이 나란히 통행 가능한 차로폭에서의 사고 > 후행 직진 대 선행 좌(우)회전",⊙ 신호기에 의해 교통정리가 이루어지고 있지 않는 교차로에서 좌(우)회전을 하기 위해 중앙(오른쪽단)으로 다가서는데 지장이 없는 도로임에도 미리 중앙(오른쪽단)에 붙지 않고 좌(우)회전을 하는 B차량과 같은 도로 동일방향에서 B차량의 좌(우)측으로 후행 직진하는 A차량이 충돌한 사고이다.,20,80,,A 현저한 과실(+10) | A 중대한 과실(+20),B 서행 불이행(+10) | B 진로변경신호 불이행·지연(+10) | B 급 좌·우회전(+10) | B 현저한 과실(+10) | B 중대한 과실(+20),"도로교통법 제2조(정의): 이 법에서 사용하는 용어의 뜻은 다음과 같다. ②8. 서행(徐行)이란 운전자가 차 또는 노면전차를 즉시 정지시킬 수 있는 정도의 느린 속도로 진행하는 것을 말한다. || 도로교통법 제25조(교차로 통행방법): ① 모든 차의 운전자는 교차로에서 우회전을 하려는 경우에는 미리 도로의 우측 가장자리를 서행하면서 우회전하여야 한다. 이 경우 우회전하는 차의 운전자는 신호에 따라 정지하거나 진행하는 보행자 또는 자전거에 주의하여야 한다. ② 모든 차의 운전자는 교차로에서 좌회전을 하려는 경우에는 미리 도로의 중앙선을 따라 서행하면서 교차로의 중심 안쪽을 이용하여 좌회전하여야 한다. 다만, 시·도 경찰청장이 교차로의 상황에 따라 특히 필요하다고 인정하여 지정한 곳에서는 교차로의 중심 바깥쪽을 통과할 수 있다.",,https://accident.knia.or.kr/video/car19-1.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차19-1&chartType=1
차20-1,"Main > 교차로(+자로, T자로 등) 사고 > 교차로 부근 동시 우회전 내지 좌회전 사고 > 동시 우회전 사고 > 우측 우회전 대 좌측 우회전","⊙ 양 차량이 교차로에서 동일방향으로 동시 또는 유사한 시각에 진행함에 있어, 크게 또는 작게 우회전을 하다가 오른쪽에서 진행하는 A차량과 왼쪽에서 진행하는 B차량이 충돌한 사고이다.",40,60,,A 우/좌회전 방법 위반(+10) | A 대우회전(+10) | A 무리한 끼어들기/진로방해(+10) | A 현저한 과실(+10) | A 중대한 과실(+20) | A 명확한 선진입(-10),B 우회전 방법 위반(+10) | B 소우회전(+10) | B 진로방해/무리한 끼어들기(+10) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 명확한 선진입(-10),"도로교통법 제14조(차로의 설치 등): ② 차마의 운전자는 차로가 설치되어 있는 도로에서는 이 법이나 이 법에 따른 명령에 특별한 규정이 있는 경우를 제외하고는 그 차로를 따라 통행하여야 한다. 다만, 시·도경찰청장이 통행방법을 따로 지정한 경우에는 그 방법으로 통행하여야 한다. || 도로교통법 제25조(교차로 통행방법): ① 모든 차의 운전자는 교차로에서 우회전을 하려는 경우에는 미리 도로의 오른쪽 가장자리를 서행하면서 우회전하여야 한다. 이 경우 우회전하는 차의 운전자는 신호에 따라 정지하거나 진행하는 보행자 또는 자전거에 주의하여야 한다. ② 모든 차의 운전자는 교차로에서 좌회전을 하려는 경우에는 미리 도로의 중앙선을 따라 서행하면서 교차로의 중심 안쪽을 이용하여 좌회전하여야 한다. 다만, 시·도경찰청장이 교차로의 상황에 따라 특히 필요하다고 인정하여 지정한 곳에서는 교차로의 중심 바깥쪽을 통과할 수 있다. || 도로교통법 제26조(교통정리가 없는 교차로에서의 양보운전): ① 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 이미 교차로에 들어가 있는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. ② 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 그 차가 통행하고 있는 도로의 폭보다 교차하는 도로의 폭이 넓은 경우에는 서행하여야 하며, 폭이 넓은 도로로부터 교차로에 들어가려고 하는 다른 차가 있을 때에는 그 차에 진로를 양보하여야한다. ③ 교통정리를 하고 있지 아니하는 교차로에 동시에 들어가려고 하는 차의 운전자는 오른쪽도로의 차에 진로를 양보하여야 한다. ④ 교통정리를 하고 있지 아니하는 교차로에서 좌회전하려고 하는 차의 운전자는 그 교차로에서 직진하거나 우회전하려는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다.",서울중앙지방법원 2020. 2. 19. 선고 2019나53916 판결,,https://accident.knia.or.kr/images/capture/차20-1_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차20-1&chartType=1
차20-2,"Main > 교차로(+자로, T자로 등) 사고 > 교차로 부근 동시 우회전 내지 좌회전 사고 > 동시 우회전 사고 > 후행 우측 좁은 공간 끼어들기 대 선행 좌측 일시정지 대기 후 출발",⊙ 선행 B차량이 우회전 대기 중인 상태에서 후행 A차량이 우측 공간으로 끼어들기하여 우회전(대기)하다가 선행 B차량이 우회전하면서 접촉한 사고이다(우측 공간이 좁은 경우).,70,30,,A 갓길경계선ㆍ인도 침범시(+10) | A 현저한 과실(+10) | A 중대한 과실(+20),B 우측 공간 넓은 경우(+10) | B 현저한 과실(+10) | B 중과실(+20),"도로교통법 제14조(차로의 설치 등): ② 차마의 운전자는 차로가 설치되어 있는 도로에서는 이 법이나 이 법에 따른 명령에 특별한 규정이 있는 경우를 제외하고는 그 차로를 따라 통행하여야 한다. 다만, 시·도경찰청장이 통행방법을 따로 지정한 경우에는 그 방법으로 통행하여야 한다. || 도로교통법 제25조(교차로 통행방법): ① 모든 차의 운전자는 교차로에서 우회전을 하려는 경우에는 미리 도로의 우측 가장자리를 서행하면서 우회전하여야 한다. 이 경우 우회전하는 차의 운전자는 신호에 따라 정지하거나 진행하는 보행자 또는 자전거에 주의하여야 한다. ④ 제1항부터 제3항까지의 규정에 따라 우회전이나 좌회전을 하기 위하여 손이나 방향지시기 또는 등화로써 신호를 하는 차가 있는 경우에 그 뒤차의 운전자는 신호를 한 앞차의 진행을 방해하여서는 아니 된다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다.",서울중앙지방법원 2018. 7. 6. 선고 2018나1130 판결 || 서울중앙지방법원 2018. 8. 10. 선고 2018나11632 판결,https://accident.knia.or.kr/video/car20-2.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차20-2&chartType=1
차21-1,"Main > 교차로(+자로, T자로 등) 사고 > 교차로 부근 동시 우회전 내지 좌회전 사고 > 동시 좌회전 사고 > 좌측 좌회전 대 우측 좌회전","⊙ 양 차량이 교차로에서 동일방향으로 동시 또는 유사한 시각에 진행함에 있어, 크게 또는 작게 좌회전을 하다가 왼쪽에서 진행하는 A차량과 오른쪽에서 진 행하는 B차량이 충돌한 사고이다.",40,60,,A 좌회전 방법 위반(+10) | A 대좌회전(+10) | A 무리한 끼어들기/진로방해(+10) | A 현저한 과실(+10) | A 중대한 과실(+20) | A 명확한 선진입(-10),B 좌회전 방법 위반(+10) | B 소좌회전(+10) | B 진로방해/무리한 끼어들기(+10) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 명확한 선진입(-10),"도로교통법 제14조(차로의 설치 등): ② 차마의 운전자는 차로가 설치되어 있는 도로에서는 이 법이나 이 법에 따른 명령에 특별한 규정이 있는 경우를 제외하고는 그 차로를 따라 통행하여야 한다. 다만, 시·도경찰청장이 통행방법을 따로 지정한 경우에는 그 방법으로 통행하여야 한다. || 도로교통법 제25조(교차로 통행방법): ① 모든 차의 운전자는 교차로에서 우회전을 하려는 경우에는 미리 도로의 오른쪽 가장자리를 서행하면서 우회전하여야 한다. 이 경우 우회전하는 차의 운전자는 신호에 따라 정지하거나 진행하는 보행자 또는 자전거 등에 주의하여야 한다. ② 모든 차의 운전자는 교차로에서 좌회전을 하려는 경우에는 미리 도로의 중앙선을 따라 서행하면서 교차로의 중심 안쪽을 이용하여 좌회전하여야 한다. 다만, 시·도경찰청장이 교차로의 상황에 따라 특히 필요하다고 인정하여 지정한 곳에서는 교차로의 중심 바깥쪽을 통과할 수 있다. || 도로교통법 제26조(교통정리가 없는 교차로에서의 양보운전): ① 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 이미 교차로에 들어가 있는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. ② 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 그 차가 통행하고 있는 도로의 폭보다 교차하는 도로의 폭이 넓은 경우에는 서행하여야 하며, 폭이 넓은 도로로부터 교차로에 들어가려고 하는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. ③ 교통정리를 하고 있지 아니하는 교차로에 동시에 들어가려고 하는 차의 운전자는 오른쪽도로의 차에 진로를 양보하여야 한다. ④ 교통정리를 하고 있지 아니하는 교차로에서 좌회전하려고 하는 차의 운전자는 그 교차로에서 직진하거나 우회전하려는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다.",서울남부지방법원 2018. 11. 15. 선고 2018나56945 판결 || 서울중앙지방법원 2016. 6. 16.선고 2015나60480 판결,,https://accident.knia.or.kr/images/capture/차21-1_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차21-1&chartType=1
차31-1,Main > 마주보는 방향 진행차량 상호 간의 사고 > 중앙선 침범 사고 > 직진 대 중앙선 침범 역주행,⊙ 중앙선이 설치되어 있는 도로에서 직진하는 A차량과 맞은편 주행방향에서 진행하다가 중앙선을 침범하여 역주행하는 B차량이 충돌한 사고이다.,0,100,,A 현저한 과실(+10) | A 중대한 과실(+20),B 추월금지 장소에서 추월(+10) | B 현저한 과실(+10) | B 중대한 과실(+20),"도로교통법 제13조(차마의 통행): ① 차마의 운전자는 보도와 차도가 구분된 도로에서는 차도로 통행하여야 한다. 다만, 도로 외의 곳으로 출입할 때에는 보도를 횡단하여 통행할 수 있다. ③ 차마의 운전자는 도로(보도와 차도가 구분된 도로에서는 차도를 말한다)의 중앙(중앙선이 설치되어 있는 경우에는 그 중앙선을 말한다. 이하 같다) 우측 부분을 통행하여야 한다. ④ 차마의 운전자는 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 도로 의 중앙이나 좌측 부분을 통행할 수 있다. 1. 도로가 일방통행인 경우 ②. 도로의 파손, 도로공사나 그 밖의 장애 등으로 도로의 우측 부분을 통행할 수 없는 경우 ③. 도로 우측 부분의 폭이 ⑥미터가 되지 아니하는 도로에서 다른 차를 앞지르려는 경우. 다만, 다음 각 목의 어느 하나에 해당하는 경우에는 그러하지 아니하다. 가. 도로의 좌측 부분을 확인할 수 없는 경우 나. 반대 방향의 교통을 방해할 우려가 있는 경우다. 안전표지 등으로 앞지르기를 금지하거나 제한하고 있는 경우 ④. 도로 우측 부분의 폭이 차마의 통행에 충분하지 아니한 경우 5. 가파른 비탈길의 구부러진 곳에서 교통의 위험을 방지하기 위하여 시·도경찰청장이 필요하 다고 인정하여 구간 및 통행방법을 지정하고 있는 경우에 그 지정에 따라 통행하는 경우 || 도로교통법 제14조(차로의 설치 등): ② 차마의 운전자는 차로가 설치되어 있는 도로에서는 이 법이나 이 법에 따른 명령에 특별한 규정이 있는 경우를 제외하고는 그 차로를 따라 통행하여야 한다. 다만, 시·도경찰청장이 통행방법을 따로 지정한 경우에는 그 방법으로 통행하여야 한다.","대법원 2001.2.9.선고 2000다67464 판결 || 대법원 1997.11.28.선고 97다31618 판결, 대법원 2001.3.9.선고 2000다70576 판결 || 서울고등법원 2011.5.27.선고 2010나112433 판결 (서울중앙지방법원 2008가 단250918 판결) || 대법원 2000.7.7. 선고 2000도2116 판결 || 대법원 2007.5.10. 선고 2006다3295 판결",https://accident.knia.or.kr/video/car31-1.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차31-1&chartType=1
차31-2,Main > 마주보는 방향 진행차량 상호 간의 사고 > 중앙선 침범 사고 > 도로가 아닌 장소에서 도로로 좌회전 진입,⊙ 중앙선이 설치되어 있는 도로(차도)를 진행하는 A차량과 도로(차도)가 아닌 장소에서 중앙선을 넘어 좌회전을 하여 A차량이 진행하는 도로(차도)로 진입하는 B차량이 충돌한 사고이다.,0,100,,A 현저한 과실(+10) | A 중대한 과실(+20),B 서행 불이행(+10) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 좌회전 완료 직후(-10),도로교통법 제18조 (횡단 등의 금지): ③ 차마의 운전자는 길가의 건물이나 주차장 등에서 도로에 들어갈 때에는 일단 정지한 후에 안전한지 확인하면서 서행하여야 한다.,서울동부지방법원 2007. 5. 4. 선고 2006가단44945 판결,,https://accident.knia.or.kr/images/capture/차31-2_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차31-2&chartType=1
차31-3,Main > 마주보는 방향 진행차량 상호 간의 사고 > 중앙선 침범 사고 > 직진 대 중앙선침범 좌회전(유턴),⊙ 중앙선이 설치되어 있는 도로에서 직진 중인 A차량과 맞은편에서 주행방향에서 진행하다가 중앙선을 넘어 유턴하거나 도로가 아닌 장소로 좌회전하는 B차량이 충돌한 사고이다.,0,100,,A 현저한 과실(+10) | A 중대한 과실(+20),B 현저한 과실(+10) | B 중대한 과실(+20),도로교통법 제13조(차마의 통행): ③ 차마의 운전자는 도로(보도와 차도가 구분된 도로에서는 차도를 말한다)의 중앙(중앙선이 설치되어 있는 경우에는 그 중앙선을 말한다. 이하 같다) 우측 부분을 통행하여야 한다. || 도로교통법 제18조(횡단 등의 금지): ① 차마의 운전자는 보행자나 다른 차마의 정상적인 통행을 방해할 우려가 있는 경우에는 차마를 운전하여 도로를 횡단하거나 유턴 또는 후진하여서는 아니 된다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우와 회전교차로에 진입하거나 회전교차로에서 진출하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다. ② 제1항의 신호를 하는 시기와 방법은 대통령령으로 정한다.,대법원 1999. 7. 23. 선고 99다19346 판결 || 대법원 2001. 2. 9. 선고 2000다58606 판결 || 대법원 2004. 10. 15. 선고 2004다39757 판결,,https://accident.knia.or.kr/images/capture/차31-3_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차31-3&chartType=1
차31-4,Main > 마주보는 방향 진행차량 상호 간의 사고 > 중앙선 침범 사고 > 정차 후 후진 대 맞은편 중앙선침범 좌회전(유턴),"⊙ 중앙선이 설치되어 있는 도로에서 정차 후 후진중인 A차량과 맞은편에서 주행방향으로 진행하다가 중앙선을 넘어 불법좌회전(또는 유턴)하는 B차량이 충돌한 사고이다.
⊙ 중앙선의 의미는 추월을 위해 안전에 주의하여 침범할 수 있지만(실선은 원칙적으로 금지됨) 즉시 본래차로로 복귀해야 한다는 것이므로, 도로에 설치된 중앙선이 실선이든 점선이든 상관없이 적용된다.",20,80,,A 현저한 과실(+10) | A 중대한 과실(+20) | A 현저한 후방주시태만(+20),B 이중 실선 중앙선 침범(+10) | B 서행불이행(+10) | B 신호불이행·지연(+10) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 좌회전 완료 직후(-10),도로교통법 제2조(정의): 25. 정차란 운전자가 5분을 초과하지 아니하고 차를 정지시키는 것으로서 주차 외의 정지상태를 말한다. ②8. 서행이란 운전자가 차를 즉시 정지시킬 수 있는 정도의 느린 속도로 진행하는 것을 말한다. || 도로교통법 제18조(횡단 등의 금지): ① 차마의 운전자는 보행자나 다른 차마의 정상적인 통행을 방해할 우려가 있는 경우에는 차마를 운전하여 도로를 횡단하거나 유턴 또는 후진하여서는아니 된다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우와 회전교차로에 진입하거나 회전교차로에서 진출하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다.,서울중앙지방법원 2020. 3. 18. 선고 2019나81003 판결,https://accident.knia.or.kr/video/car31-4.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차31-4&chartType=1
차32-1,Main > 마주보는 방향 진행차량 상호 간의 사고 > 중앙선 없거나 중앙선침범 미적용 도로에서 교행 사고 > 직진 대 맞은편 직진(교행사고),⊙ 도로에 중앙선이 설치되어 있지 않고 좁은 도로폭 등으로 인해 양 차량이 계속 주행하기 위해 부득이 가상의 중앙선을 넘어가야 하는 골목길 또는 이면도로에서 서로 마주오던 A차량과 B차량이 교행하다가 충돌한 사고 이다.,50,50,,A 올라가는 차량(+10) | A 가상의 중앙선 침범(+20) | A 현저한 과실(+10) | A 중대한 과실(+20) | A 일방통행 위반(+30) | A 정지(-10) | A 회피(-10),B 올라가는 차량(+10) | B 가상의 중앙선 침범(+20) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 일방통행 위반(+30) | B 정지(-10) | B 회피(-10),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. 1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경 찰공무원(이하 자치경찰공무원이라 한다) ②. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로 정하는 사람(이하 경찰보조자라 한다) || 도로교통법 제13조(차마의 통행): ③ 차마의 운전자는 도로(보도와 차도가 구분된 도로에서는 차도를 말한다)의 중앙(중앙선이 설치되어 있는 경우에는 그 중앙선을 말한다. 이하 같다) 우측 부분을 통행하여야 한다. ④ 차마의 운전자는 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 도로 의 중앙이나 좌측 부분을 통행할 수 있다. 1. 도로가 일방통행인 경우 ②. 도로의 파손, 도로공사나 그 밖의 장애 등으로 도로의 우측 부분을 통행할 수 없는 경우 ③. 도로 우측 부분의 폭이 ⑥미터가 되지 아니하는 도로에서 다른 차를 앞지르려는 경우. 다만, 다음 각 목의 어느 하나에 해당하는 경우에는 그러하지 아니하다. 가. 도로의 좌측 부분을 확인할 수 없는 경우 나. 반대 방향의 교통을 방해할 우려가 있는 경우 다. 안전표지 등으로 앞지르기를 금지하거나 제한하고 있는 경우 ④. 도로 우측 부분의 폭이 차마의 통행에 충분하지 아니한 경우 5. 가파른 비탈길의 구부러진 곳에서 교통의 위험을 방지하기 위하여 시·도경찰청장이 필요하 다고 인정하여 구간 및 통행방법을 지정하고 있는 경우에 그 지정에 따라 통행하는 경우 || 도로교통법 제20조(진로 양보의 의무): ② 좁은 도로에서 긴급자동차 외의 자동차가 서로 마주보고 진행할 때에는 다음 각 호의 구분 에 따른 자동차가 도로의 우측 가장자리로 피하여 진로를 양보하여야 한다. 1. 비탈진 좁은 도로에서 자동차가 서로 마주보고 진행하는 경우에는 올라가는 자동차",대법원 1992. 7. 28. 선고 92도1137 판결 || 서울중앙지방법원 2017. 3. 31. 선고 2016나66409 판결 || 서울중앙지방법원 2017. 7. 9. 선고 2017나58951 판결 || 부산지방법원 2018. 5. 17. 선고 2017나62471 판결,https://accident.knia.or.kr/video/car32-1.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차32-1&chartType=1
